GENART;LDATE;LKZ;DLNR;DLNRBEZ;NARTNR;QTY_POS
914;"2026/2";"Germany";127;"NK";"5032542";14
914;"2026/2";"Germany";127;"NK";"5032568";10
914;"2026/2";"Germany";127;"NK";"5033348";5
914;"2026/2";"SEE";144;"MEYLE";"1160208503";66
914;"2026/2";"Austria";37;"MONROE";"L27130";2
914;"2026/2";"Austria";206;"A.B.S.";"230694";5
914;"2026/2";"Austria";6984;"Oyodo";"10K9202OYO";2
914;"2026/2";"EEU";35;"LEMFÖRDER";"1800402";3
914;"2026/2";"EEU";35;"LEMFÖRDER";"2225203";17
914;"2026/2";"Germany";35;"LEMFÖRDER";"2551001";1206
914;"2026/2";"Nordic";134;"MOOG";"VOES0369";9
914;"2026/2";"Nordic";134;"MOOG";"VOES1507";1
914;"2026/2";"Nordic";134;"MOOG";"VOES1868";11
914;"2026/2";"Slovenia";2235;"TQ";"TQDC301";3
914;"2026/2";"Austria";161;"TRW";"JTE566";2
914;"2026/2";"SEE";144;"MEYLE";"31160200011";1
914;"2026/2";"SEE";403;"MAXGEAR";"690376";1
914;"2026/2";"Nordic";144;"MEYLE";"0160200007";1
914;"2026/2";"Nordic";144;"MEYLE";"16160200006";3
914;"2026/2";"Nordic";144;"MEYLE";"28160200022HD";1
914;"2026/2";"Nordic";144;"MEYLE";"6160200015HD";1
914;"2026/2";"Nordic";156;"JAPANPARTS";"TI1019R";3
914;"2026/2";"Nordic";192;"FAG";"840112910";6
914;"2026/2";"Nordic";403;"MAXGEAR";"690140";2
914;"2026/2";"Nordic";403;"MAXGEAR";"690546";7
914;"2026/2";"Nordic";403;"MAXGEAR";"690896";4
914;"2026/2";"Nordic";4821;"QUARO";"QS3969HQ";1
914;"2026/2";"Croatia";35;"LEMFÖRDER";"2551101";29
914;"2026/2";"Croatia";35;"LEMFÖRDER";"3938501";62
914;"2026/2";"Croatia";101;"FEBI BILSTEIN";"28618";75
914;"2026/2";"Croatia";101;"FEBI BILSTEIN";"32193";74
914;"2026/2";"Croatia";144;"MEYLE";"1160209026";2
914;"2026/2";"Croatia";144;"MEYLE";"36160200008";2
914;"2026/2";"Croatia";156;"JAPANPARTS";"TI602L";1
914;"2026/2";"Croatia";156;"JAPANPARTS";"TI625L";1
914;"2026/2";"Croatia";192;"FAG";"840087910";26
914;"2026/2";"Croatia";4821;"QUARO";"QS1620HQ";1
914;"2026/2";"Croatia";4821;"QUARO";"QS2054HQ";3
914;"2026/2";"Germany";192;"FAG";"840110310";31
914;"2026/2";"Germany";192;"FAG";"840111510";13
914;"2026/2";"SEE";89;"DELPHI";"TA2041";40
914;"2026/2";"SEE";89;"DELPHI";"TA2063";2
914;"2026/2";"SEE";89;"DELPHI";"TA2330";28
914;"2026/2";"SEE";89;"DELPHI";"TA2337";26
914;"2026/2";"SEE";89;"DELPHI";"TA2455";9
914;"2026/2";"SEE";89;"DELPHI";"TA2466";59
914;"2026/2";"SEE";89;"DELPHI";"TA2509";11
914;"2026/2";"SEE";101;"FEBI BILSTEIN";"06625";11
914;"2026/2";"SEE";101;"FEBI BILSTEIN";"14180";80
914;"2026/2";"Nordic";144;"MEYLE";"16160200025";2
914;"2026/2";"Nordic";403;"MAXGEAR";"691174";10
914;"2026/2";"ROW";4758;"TALOSA";"4206007";80
914;"2026/2";"ROW";4758;"TALOSA";"4206344";31
914;"2026/2";"ROW";4758;"TALOSA";"4206546";2
914;"2026/2";"ROW";4758;"TALOSA";"4207247";8
914;"2026/2";"ROW";4758;"TALOSA";"4209263";7
914;"2026/2";"Germany";89;"DELPHI";"TA2645";88
914;"2026/2";"Germany";89;"DELPHI";"TA3430";62
914;"2026/2";"Germany";108;"TRISCAN";"850010120";16
914;"2026/2";"EEU";144;"MEYLE";"37160200022";6
914;"2026/2";"EEU";144;"MEYLE";"37160200045HD";134
914;"2026/2";"EEU";144;"MEYLE";"40160200000HD";127
914;"2026/2";"EEU";144;"MEYLE";"40160200001HD";131
914;"2026/2";"EEU";144;"MEYLE";"40160205723HD";53
914;"2026/2";"EEU";144;"MEYLE";"5160200006";13
914;"2026/2";"EEU";144;"MEYLE";"5160200009HD";14
914;"2026/2";"EEU";144;"MEYLE";"5160200030HD";7
914;"2026/2";"EEU";144;"MEYLE";"6160200006";38
914;"2026/2";"EEU";144;"MEYLE";"7160200007";4
914;"2026/2";"EEU";144;"MEYLE";"7160200023";58
914;"2026/2";"EEU";156;"JAPANPARTS";"TI418R";1
914;"2026/2";"EEU";156;"JAPANPARTS";"TI919";1
914;"2026/2";"EEU";192;"FAG";"840102210";17
914;"2026/2";"EEU";403;"MAXGEAR";"690565";11
914;"2026/2";"EEU";403;"MAXGEAR";"690682";36
914;"2026/2";"EEU";403;"MAXGEAR";"691180";1
914;"2026/2";"West Europe";161;"TRW";"JTE1052";14
914;"2026/2";"West Europe";6983;"ProfiPower";"4S1218R";2
914;"2026/2";"Germany";35;"LEMFÖRDER";"3194302";430
914;"2026/2";"Germany";144;"MEYLE";"0160200050HD";43
914;"2026/2";"Germany";403;"MAXGEAR";"690187";179
914;"2026/2";"Germany";55;"HERTH+BUSS JAKOPARTS";"J4822125";15
914;"2026/2";"Germany";35;"LEMFÖRDER";"2946602";460
914;"2026/2";"Germany";101;"FEBI BILSTEIN";"173574";4
914;"2026/2";"Germany";101;"FEBI BILSTEIN";"181376";26
914;"2026/2";"Germany";101;"FEBI BILSTEIN";"181404";26
914;"2026/2";"Germany";144;"MEYLE";"3160200024";176
914;"2026/2";"Germany";144;"MEYLE";"37160200006";41
914;"2026/2";"Germany";144;"MEYLE";"37160200034";32
914;"2026/2";"Germany";156;"JAPANPARTS";"TI816L";1
914;"2026/2";"Germany";192;"FAG";"840072910";75
914;"2026/2";"Germany";350;"BLUE PRINT";"ADN187191";7
914;"2026/2";"Germany";403;"MAXGEAR";"690048";58
914;"2026/2";"Germany";403;"MAXGEAR";"690069";7
914;"2026/2";"Germany";403;"MAXGEAR";"690091";5
914;"2026/2";"Germany";403;"MAXGEAR";"690111";9
914;"2026/2";"Germany";403;"MAXGEAR";"690139";5
914;"2026/2";"Germany";403;"MAXGEAR";"690179";92
914;"2026/2";"Germany";403;"MAXGEAR";"690490";64
914;"2026/2";"Germany";403;"MAXGEAR";"690526";53
914;"2026/2";"Germany";403;"MAXGEAR";"690808";27
914;"2026/2";"Austria";4821;"QUARO";"QS1246HQ";7
914;"2026/2";"EEU";4821;"QUARO";"QS6587HQ";22
914;"2026/2";"EEU";4821;"QUARO";"QS8618HQ";7
914;"2026/2";"EEU";4821;"QUARO";"QS9805HQ";8
914;"2026/2";"Balkan";31;"CONTINENTAL CTAM";"STE1003";2
914;"2026/2";"Balkan";50;"SKF";"VKDY815014";4
914;"2026/2";"Balkan";135;"SIDEM";"81037";1
914;"2026/2";"Balkan";192;"FAG";"840087910";3
914;"2026/2";"Balkan";192;"FAG";"840115410";4
914;"2026/2";"Balkan";4414;"TEKNOROT";"CH202";4
914;"2026/2";"Balkan";4414;"TEKNOROT";"DA201";4
914;"2026/2";"Croatia";161;"TRW";"JTE1009";5
914;"2026/2";"Croatia";192;"FAG";"840102210";3
914;"2026/2";"Croatia";192;"FAG";"840115610";26
914;"2026/2";"SEE";37;"MONROE";"L38112";6
914;"2026/2";"SEE";89;"DELPHI";"TA1900";22
914;"2026/2";"SEE";89;"DELPHI";"TA1914";52
